expansion,url,name,cost,converted_cost,type,rarity,pt,text
premium-deck-series-graveborn,/mtg/premium-deck-series-graveborn/sphinx-of-the-steel-wind,Sphinx of the Steel Wind,"['5', 'W', 'U', 'B']",8.0,Artifact Creature - Sphinx,M,6/6,"Flying, first strike, vigilance, lifelink, protection from red and from green."
premium-deck-series-graveborn,/mtg/premium-deck-series-graveborn/polluted-mire,Polluted Mire,[],0.0,Land,C,,"Polluted Mire enters the battlefield tapped.  {T}: Add {B} to your mana pool. Cycling {2} <em>({2}, Discard this card: Draw a card.)</em"
premium-deck-series-graveborn,/mtg/premium-deck-series-graveborn/inkwell-leviathan,Inkwell Leviathan,"['7', 'U', 'U']",9.0,Artifact Creature - Leviathan,R,7/11,"Islandwalk, trample, shroud"
premium-deck-series-graveborn,/mtg/premium-deck-series-graveborn/zombie-infestation,Zombie Infestation,"['1', 'B']",2.0,Enchantment,U,,Discard two cards: Put a 2/2 black Zombie creature token onto the battlefield.
premium-deck-series-graveborn,/mtg/premium-deck-series-graveborn/diabolic-servitude,Diabolic Servitude,"['3', 'B']",4.0,Enchantment,U,,"When Diabolic Servitude enters the battlefield, return target creature card from your graveyard to the battlefield. When the creature put onto the battlefield with Diabolic Servitude dies, exile it and return Diabolic Servitude to its owner's hand. When Diabolic Servitude leaves the battlefield, exile the creature put onto the battlefield with Diabolic Servitude."
premium-deck-series-graveborn,/mtg/premium-deck-series-graveborn/hidden-horror,Hidden Horror,"['1', 'B', 'B']",3.0,Creature - Horror,U,4/4,"When Hidden Horror enters the battlefield, sacrifice it unless you discard a creature card."
premium-deck-series-graveborn,/mtg/premium-deck-series-graveborn/last-rites,Last Rites,"['2', 'B']",3.0,Sorcery,C,,"Discard any number of cards. Target player reveals their hand, then you choose a nonland card from it for each card discarded this way. That player discards those cards."
premium-deck-series-graveborn,/mtg/premium-deck-series-graveborn/twisted-abomination,Twisted Abomination,"['5', 'B']",6.0,Creature - Zombie Mutant,C,5/3,"{B}: Regenerate Twisted Abomination. Swampcycling {2} <em>({2}, Discard this card: Search your library for a Swamp card, reveal it, and put it into your hand. Then shuffle your library.)</em"
premium-deck-series-graveborn,/mtg/premium-deck-series-graveborn/verdant-force,Verdant Force,"['5', 'G', 'G', 'G']",8.0,Creature - Elemental,R,7/7,"At the beginning of each upkeep, put a 1/1 green Saproling creature token onto the battlefield."
premium-deck-series-graveborn,/mtg/premium-deck-series-graveborn/swamp-28-b,Swamp (28 B),[],0.0,Basic Land - Swamp,L,,{B
premium-deck-series-graveborn,/mtg/premium-deck-series-graveborn/swamp-29-c,Swamp (29 C),[],0.0,Basic Land - Swamp,L,,{B
premium-deck-series-graveborn,/mtg/premium-deck-series-graveborn/swamp-30-d,Swamp (30 D),[],0.0,Basic Land - Swamp,L,,{B
premium-deck-series-graveborn,/mtg/premium-deck-series-graveborn/swamp-27-a,Swamp (27 A),[],0.0,Basic Land - Swamp,L,,{B
premium-deck-series-slivers,/mtg/premium-deck-series-slivers/sliver-overlord,Sliver Overlord,"['W', 'U', 'B', 'R', 'G']",5.0,Legendary Creature - Sliver Mutant,M,7/7,"{3}: Search your library for a Sliver card, reveal that card, and put it into your hand. Then shuffle your library.  {3}: Gain control of target Sliver. <em>(This effect lasts indefinitely.)</em"
premium-deck-series-slivers,/mtg/premium-deck-series-slivers/coat-of-arms,Coat of Arms,['5'],5.0,Artifact,R,,"Each creature gets +1/+1 for each other creature on the battlefield that shares at least one creature type with it. <em>(For example, if two Goblin Warriors and a Goblin Shaman are on the battlefield, each gets +2/+2.)</em"
premium-deck-series-slivers,/mtg/premium-deck-series-slivers/crystalline-sliver,Crystalline Sliver,"['W', 'U']",2.0,Creature - Sliver,U,2/2,All Slivers have shroud. <em>(They can't be the targets of spells or abilities.)</em
premium-deck-series-slivers,/mtg/premium-deck-series-slivers/ancient-ziggurat,Ancient Ziggurat,[],0.0,Land,U,,{T}: Add one mana of any color. Spend this mana only to cast a creature spell.
premium-deck-series-slivers,/mtg/premium-deck-series-slivers/brood-sliver,Brood Sliver,"['4', 'G']",5.0,Creature - Sliver,R,3/3,"Whenever a Sliver deals combat damage to a player, its controller may put a 1/1 colorless Sliver creature token onto the battlefield."
premium-deck-series-slivers,/mtg/premium-deck-series-slivers/heartstone,Heartstone,['3'],3.0,Artifact,U,,Activated abilities of creatures cost {1} less to activate. This effect can't reduce the mana in that cost to less than one mana.
premium-deck-series-slivers,/mtg/premium-deck-series-slivers/muscle-sliver,Muscle Sliver,"['1', 'G']",2.0,Creature - Sliver,C,1/1,All Sliver creatures get +1/+1.
premium-deck-series-slivers,/mtg/premium-deck-series-slivers/rootbound-crag,Rootbound Crag,[],0.0,Land,R,,Rootbound Crag enters the battlefield tapped unless you control a Mountain or a Forest.  {T}: Add {R} or {G} to your mana pool.
premium-deck-series-slivers,/mtg/premium-deck-series-slivers/wild-pair,Wild Pair,"['4', 'G', 'G']",6.0,Enchantment,R,,"Whenever a creature enters the battlefield, if you cast it from your hand, you may search your library for a creature card with the same total power and toughness and put it onto the battlefield. If you do, shuffle your library."
premium-deck-series-slivers,/mtg/premium-deck-series-slivers/hibernation-sliver,Hibernation Sliver,"['U', 'B']",2.0,Creature - Sliver,U,2/2,"All Slivers have ""Pay 2 life: Return this permanent to its owner's hand."""
premium-deck-series-slivers,/mtg/premium-deck-series-slivers/heart-sliver,Heart Sliver,"['1', 'R']",2.0,Creature - Sliver,C,1/1,All Sliver creatures have haste.
premium-deck-series-slivers,/mtg/premium-deck-series-slivers/gemhide-sliver,Gemhide Sliver,"['1', 'G']",2.0,Creature - Sliver,C,1/1,"All Slivers have ""{T}: Add one mana of any color to your mana pool."""
premium-deck-series-slivers,/mtg/premium-deck-series-slivers/quick-sliver,Quick Sliver,"['1', 'G']",2.0,Creature - Sliver,C,1/1,Flash Any player may play Sliver cards as though they had flash.
premium-deck-series-slivers,/mtg/premium-deck-series-slivers/winged-sliver,Winged Sliver,"['1', 'U']",2.0,Creature - Sliver,C,1/1,All Sliver creatures have flying.
premium-deck-series-slivers,/mtg/premium-deck-series-slivers/virulent-sliver,Virulent Sliver,['G'],1.0,Creature - Sliver,C,1/1,"All Sliver creatures have poisonous 1. <em>(Whenever a Sliver deals combat damage to a player, that player gets a poison counter. A player with ten or more poison counters loses the game.)</em"
premium-deck-series-slivers,/mtg/premium-deck-series-slivers/clot-sliver,Clot Sliver,"['1', 'B']",2.0,Creature - Sliver,C,1/1,"All Slivers have ""{2}: Regenerate this permanent."""
premium-deck-series-slivers,/mtg/premium-deck-series-slivers/distant-melody,Distant Melody,"['3', 'U']",4.0,Sorcery,C,,Choose a creature type. Draw a card for each permanent you control of that type.
premium-deck-series-slivers,/mtg/premium-deck-series-slivers/amoeboid-changeling,Amoeboid Changeling,"['1', 'U']",2.0,Creature - Shapeshifter,C,1/1,Changeling <em>(This card is every creature type at all times.)</em>  {T}: Target creature gains all creature types until end of turn.  {T}: Target creature loses all creature types until end of turn.
premium-deck-series-slivers,/mtg/premium-deck-series-slivers/spined-sliver,Spined Sliver,"['R', 'G']",2.0,Creature - Sliver,U,2/2,"Whenever a Sliver becomes blocked, that Sliver gets +1/+1 until end of turn for each creature blocking it."
premium-deck-series-slivers,/mtg/premium-deck-series-slivers/necrotic-sliver,Necrotic Sliver,"['1', 'W', 'B']",3.0,Creature - Sliver,U,2/2," All Slivers have ""{3}, Sacrifice this permanent: Destroy target permanent."""
premium-deck-series-slivers,/mtg/premium-deck-series-slivers/acidic-sliver,Acidic Sliver,"['B', 'R']",2.0,Creature - Sliver,U,2/2,"All Slivers have ""{2}, Sacrifice this permanent: This permanent deals 2 damage to any target."""
premium-deck-series-slivers,/mtg/premium-deck-series-slivers/metallic-sliver,Metallic Sliver,['1'],1.0,Artifact Creature - Sliver,C,1/1,Metallic Sliver counts as a Sliver.
premium-deck-series-slivers,/mtg/premium-deck-series-slivers/forest-41,Forest (41),[],0.0,Basic Land - Forest,L,,{G
premium-deck-series-slivers,/mtg/premium-deck-series-slivers/plains-37,Plains (37),[],0.0,Basic Land - Plains,L,,{W
premium-deck-series-slivers,/mtg/premium-deck-series-slivers/frenzy-sliver,Frenzy Sliver,"['1', 'B']",2.0,Creature - Sliver,C,1/1,"All Sliver creatures have frenzy 1. <em>(Whenever a Sliver attacks and isn't blocked, it gets +1/+0 until end of turn.)</em"
premium-deck-series-slivers,/mtg/premium-deck-series-slivers/terramorphic-expanse,Terramorphic Expanse,[],0.0,Land,C,,"{T}, Sacrifice Terramorphic Expanse: Search your library for a basic land card and put it onto the battlefield tapped. Then shuffle your library."
premium-deck-series-slivers,/mtg/premium-deck-series-slivers/island-38,Island (38),[],0.0,Basic Land - Island,L,,{U
premium-deck-series-slivers,/mtg/premium-deck-series-slivers/rupture-spire,Rupture Spire,[],0.0,Land,C,,"Rupture Spire enters the battlefield tapped.When Rupture Spire enters the battlefield, sacrifice it unless you pay {1}.  {T}: Add one mana of any color to your mana pool."
premium-deck-series-slivers,/mtg/premium-deck-series-slivers/swamp-39,Swamp (39),[],0.0,Basic Land - Swamp,L,,{B
premium-deck-series-slivers,/mtg/premium-deck-series-slivers/victual-sliver,Victual Sliver,"['G', 'W']",2.0,Creature - Sliver,U,2/2,"All Slivers have ""{2}, Sacrifice this permanent: You gain 4 life."""
premium-deck-series-slivers,/mtg/premium-deck-series-slivers/homing-sliver,Homing Sliver,"['2', 'R']",3.0,Creature - Sliver,C,2/2,"Each Sliver card in each player's hand has slivercycling {3}. Slivercycling {3} <em>({3}, Discard this card: Search your library for a Sliver card, reveal it, and put it into your hand. Then shuffle your library.)</em"
premium-deck-series-slivers,/mtg/premium-deck-series-slivers/mountain-40,Mountain (40),[],0.0,Basic Land - Mountain,L,,{R
premium-deck-series-slivers,/mtg/premium-deck-series-slivers/might-sliver,Might Sliver,"['4', 'G']",5.0,Creature - Sliver,U,2/2,All Sliver creatures get +2/+2.
premium-deck-series-slivers,/mtg/premium-deck-series-slivers/barbed-sliver,Barbed Sliver,"['2', 'R']",3.0,Creature - Sliver,U,2/2,"All Sliver creatures have ""{2}: This creature gets +1/+0 until end of turn."""
premium-deck-series-slivers,/mtg/premium-deck-series-slivers/fungus-sliver,Fungus Sliver,"['3', 'G']",4.0,Creature - Fungus Sliver,R,2/2,"All Sliver creatures have ""Whenever this creature is dealt damage, put a +1/+1 counter on it."" <em>(The damage is dealt before the counter is put on.)</em"
premium-deck-series-slivers,/mtg/premium-deck-series-slivers/fury-sliver,Fury Sliver,"['5', 'R']",6.0,Creature - Sliver,U,3/3,All Sliver creatures have double strike.
premium-deck-series-slivers,/mtg/premium-deck-series-slivers/armor-sliver,Armor Sliver,"['2', 'W']",3.0,Creature - Sliver,U,2/2,"All Sliver creatures have ""{2}: This creature gets +0/+1 until end of turn."""
premium-deck-series-slivers,/mtg/premium-deck-series-slivers/spectral-sliver,Spectral Sliver,"['2', 'B']",3.0,Creature - Sliver Spirit,U,2/2,"All Sliver creatures have ""{2}: This creature gets +1/+1 until end of turn."""
premium-deck-series-slivers,/mtg/premium-deck-series-slivers/aphetto-dredging,Aphetto Dredging,"['3', 'B']",4.0,Sorcery,C,,Return up to three target creature cards of the creature type of your choice from your graveyard to your hand.
premium-deck-series-slivers,/mtg/premium-deck-series-slivers/vivid-grove,Vivid Grove,[],0.0,Land,U,,"Vivid Grove enters the battlefield tapped with two charge counters on it.  {T}: Add {G} to your mana pool.  {T}, Remove a charge counter from Vivid Grove: Add one mana of any color to your mana pool."
premium-deck-series-slivers,/mtg/premium-deck-series-slivers/vivid-creek,Vivid Creek,[],0.0,Land,U,,"Vivid Creek enters the battlefield tapped with two charge counters on it.  {T}: Add {U} to your mana pool.  {T}, Remove a charge counter from Vivid Creek: Add one mana of any color to your mana pool."
promo-pack,/mtg/promo-pack/the-meathook-massacre-promo-pack,The Meathook Massacre (Promo Pack),"['X', 'B', 'B']",3.0,Legendary Enchantment,M,,"When The Meathook Massacre enters the battlefield, each creature gets -X/-X until end of turn. Whenever a creature you control dies, each opponent loses 1 life. Whenever a creature an opponent controls dies, you gain 1 life."
promo-pack,/mtg/promo-pack/smothering-tithe-promo-pack,Smothering Tithe (Promo Pack),"['3', 'W']",4.0,Enchantment,R,,"Whenever an opponent draws a card, that player may pay {2}. If the player doesn't, you create a colorless Treasure artifact token with ""{T}, Sacrifice this artifact: Add one mana of any color."""
promo-pack,/mtg/promo-pack/ledger-shredder-promo-pack,Ledger Shredder (Promo Pack),"['1', 'U']",2.0,Creature - Bird Advisor,R,1/3,"Flying Whenever a player casts their second spell each turn, Ledger Shredder connives. <em>(Draw a card, then discard a card. IF you discarded a nonland card, put a +1/+1 counter on this creature.)</em"
promo-pack,/mtg/promo-pack/shadowspear-promo-pack,Shadowspear (Promo Pack),['1'],1.0,Legendary Artifact - Equipment,R,,Equipped creature gets +1/+1 and has trample and lifelink.  {1}: Permanents your opponents control lose hexproof and indestructible until end of turn. Equip {2
promo-pack,/mtg/promo-pack/zagoth-triome-promo-pack,Zagoth Triome (Promo Pack),[],0.0,Land - Swamp Forest Island,R,,"<em>({T}: Add {B}, {G}, or {U}.)</em> Zagoth Triome enters the battlefield tapped. Cycling {3} <em>({3}, Discard this card: Draw a card.)</em"
promo-pack,/mtg/promo-pack/ketria-triome-promo-pack,Ketria Triome (Promo Pack),[],0.0,Land - Forest Island Mountain,R,,"<em>({T}: Add {G}, {U}, or {R}.)</em> Ketria Triome enters the battlefield tapped. Cycling {3} <em>({3}, Discard this card: Draw a card.)</em"
promo-pack,/mtg/promo-pack/haunted-ridge-promo-pack,Haunted Ridge (Promo Pack),[],0.0,Land,R,,Haunted Beach enters the battlefield tapped unless you control two or more lands.  {T}: Add {B} or {R}.
promo-pack,/mtg/promo-pack/sacred-foundry-promo-pack,Sacred Foundry (Promo Pack),[],0.0,Land - Mountain Plains,R,,"<em>({T}: Add {R} or {W}.)</em> As Sacred Foundry enters the battlefield, you may pay 2 life. If you don't, it enters the battlefield tapped."
promo-pack,/mtg/promo-pack/guardian-project-promo-pack,Guardian Project (Promo Pack),"['3', 'G']",4.0,Enchantment,R,,"Whenever a nontoken creature enters the battlefield under your control, if it doesn't have the same name as another creature you control or a creature card in your graveyard, draw a card."
promo-pack,/mtg/promo-pack/heroic-intervention-promo-pack-m21,Heroic Intervention (Promo Pack - M21),"['1', 'G']",2.0,Instant,R,,Permanents you control gain hexproof and indestructible until end of turn.
promo-pack,/mtg/promo-pack/terror-of-the-peaks-promo-pack,Terror of the Peaks (Promo Pack),"['3', 'R', 'R']",5.0,Creature - Dragon,M,5/4,"Flying Spells your opponents cast that target Terror of the Peaks cost an additional 3 life to cast. Whenever another creature enters the battlefield under your control, Terror of the Peaks deals damage equal to that creature's power to any target."
promo-pack,/mtg/promo-pack/kroxa-titan-of-deaths-hunger-promo-pack,"Kroxa, Titan of Death's Hunger (Promo Pack)","['B', 'R']",2.0,Legendary Creature - Elder Giant,M,6/6,"When Kroxa enters the battlefield, sacrifice it unless it escaped. Whenever Kroxa enters the battlefield or attacks, each opponent discards a card, then each opponent who didn't discard a nonland card this way loses 3 life. Escape - {B}{B}{R}{R}, Exile five other cards from your graveyard. <em>(You may cast this card from your graveyard for its escape cost.)</em"
promo-pack,/mtg/promo-pack/expressive-iteration-promo-pack,Expressive Iteration (Promo Pack),"['U', 'R']",2.0,Sorcery,U,,"Look at the top three cards of your library. Put one of them into your hand, put one of them on the bottom of your library, and exile one of them. You may play the exiled card this turn."
promo-pack,/mtg/promo-pack/spark-double-promo-pack,Spark Double (Promo Pack),"['3', 'U']",4.0,Creature - Illusion,R,0/0,"You may have Spark Double enter the battlefield as a copy of a creature or planeswalker you control, except it enters with an additional +1/+1 counter on it if it's a creature, it enters with an additional loyalty counter on it if it's a planeswalker, and it isn't legendary if that permanent is legendary."
promo-pack,/mtg/promo-pack/portable-hole-promo-pack,Portable Hole (Promo Pack),['W'],1.0,Artifact,U,,"When Portable Hole enters the battlefield, exile target nonland permanent an opponent controls with mana value 2 or less until Portable Hole leaves the battlefield."
promo-pack,/mtg/promo-pack/lithoform-engine-promo-pack,Lithoform Engine (Promo Pack),['4'],4.0,Legendary Artifact,M,,"{2}, {T}: Copy target activated or triggered ability you control. You may choose new targets for the copy.  {3}, {T}: Copy target instant or sorcery spell you control. You may choose new targets for the copy.  {4}, {T}: Copy target permanent spell you control. <em>(The copy becomes a token.)</em"
promo-pack,/mtg/promo-pack/secluded-courtyard-promo-pack,Secluded Courtyard (Promo Pack),[],0.0,Land,S,,"As Secluded Courtyard enters the battlefield, choose a creature type.  {T}: Add {C}.  {T}: Add one mana of any color. Spend this mana only to cast a creature spell of the chosen type or artifact an ability of a creature or creature card of the chosen type."
promo-pack,/mtg/promo-pack/raugrin-triome-promo-pack,Raugrin Triome (Promo Pack),[],0.0,Land - Island Mountain Plains,R,,"<em>({T}: Add {U}, {R}, or {W}.)</em> Raugrin Triome enters the battlefield tapped. Cycling {3} <em>({3}, Discard this card: Draw a card.)</em"
promo-pack,/mtg/promo-pack/embercleave-promo-pack,Embercleave (Promo Pack),"['4', 'R', 'R']",6.0,Legendary Artifact - Equipment,M,,"Flash This spell costs {1} less to cast for each attacking creature you control. When Embercleave enters the battlefield, attach it to target creature you control. Equipped creature gets +1/+1 and has double strike and trample. Equip {3"
promo-pack,/mtg/promo-pack/liliana-dreadhorde-general-promo-pack,"Liliana, Dreadhorde General (Promo Pack)","['4', 'B', 'B']",6.0,Legendary Planeswalker - Liliana,M,,"Whenever a creature you control dies, draw a card. [+1]: Create a 2/2 black Zombie creature token. [-4]: Each player sacrifices two creatures. [-9]: Each opponent chooses a permanent they control of each permanent type and sacrifices the rest. |6|"
promo-pack,/mtg/promo-pack/jin-gitaxias-progress-tyrant-promo-pack,"Jin-Gitaxias, Progress Tyrant (Promo Pack)","['5', 'U', 'U']",7.0,Legendary Creature - Phyrexian Praetor,M,5/5,"Whenever you cast an artifact, instant, or sorcery spell, copy that spell. You may choose new targets for the copy. This ability triggers only once each turn. <em>(A copy of a permanent spell becomes a token.)</em> Whenever an opponent casts an artifact, instant, or sorcery spell, counter that spell. This ability triggers only once each turn."
promo-pack,/mtg/promo-pack/an-offer-you-cant-refuse-promo-pack,An Offer You Can't Refuse (Promo Pack),['U'],1.0,Instant,U,,"Counter target noncreature spell. Its controller creates two Treasure tokens. <em>(They're artifacts with ""{T}, Sacrifice this artifact: Add one mana of any color."")</em"
promo-pack,/mtg/promo-pack/uro-titan-of-natures-wrath-promo-pack,"Uro, Titan of Nature's Wrath (Promo Pack)","['1', 'G', 'U']",3.0,Legendary Creature - Elder Giant,M,6/6,"When Uro enters the battlefield, sacrifice it unless it escaped. Whenever Uro enters the battlefield or attacks, you gain 3 life and draw a card, then you may put a land card from your hand onto the battlefield. Escape - {G}{G}{U}{U}, Exile five other cards from your graveyard. <em>(You may cast this card from your graveyard for its escape cost.)</em"
promo-pack,/mtg/promo-pack/wrenn-and-seven-promo-pack,Wrenn and Seven (Promo Pack),"['3', 'G', 'G']",5.0,Legendary Planeswalker - Wrenn,M,,"[+1]: Reveal the top four cards of your library. Put all land cards revealed this way into your hand and the rest into your graveyard. [0]: Put any number of land cards from your hand onto the battlefield. [-3]: Create a green Treefolk creature token with reach and ""This creature's power and toughness are each equal to the number of lands you control."" [-8]: Return all permanent cards from your graveyard to your hand. You get an emblem with ""You have no maximum hand size."" |5|"
promo-pack,/mtg/promo-pack/consider-promo-pack,Consider (Promo Pack),['U'],1.0,Instant,C,,Look at the top card of your library. You may put that card into your graveyard. Draw a card.
promo-pack,/mtg/promo-pack/koma-cosmos-serpent-promo-pack,"Koma, Cosmos Serpent (Promo Pack)","['3', 'G', 'G', 'U', 'U']",7.0,Legendary Creature - Serpent,M,6/6,"This spell can't be countered. At the beginning of each upkeep, create a 3/3 blue Serpent creature token named Koma's Coil. Sacrifice another Serpent: Choose one -<ul><li> Tap target permanent. Its activated abilities can't be activated this turn.</li> <li> Koma, Cosmos Serpent gains indestructible until end of turn.</li></ul"
promo-pack,/mtg/promo-pack/dryad-of-the-ilysian-grove-promo-pack,Dryad of the Ilysian Grove (Promo Pack),"['2', 'G']",3.0,Enchantment Creature - Nymph Dryad,R,2/4,You may play an additional land on each of your turns. Lands you control are every basic land type in addition to their other types.
promo-pack,/mtg/promo-pack/indatha-triome-promo-pack,Indatha Triome (Promo Pack),[],0.0,Land - Plains Swamp Forest,R,,"<em>({T}: Add {W}, {B}, or {G}.)</em> Indatha Triome enters the battlefield tapped. Cycling {3} <em>({3}, Discard this card: Draw a card.)</em"
promo-pack,/mtg/promo-pack/ashaya-soul-of-the-wild-promo-pack,"Ashaya, Soul of the Wild (Promo Pack)","['3', 'G', 'G']",5.0,Legendary Creature - Elemental,M,*/*,"Ashaya, Soul of the Wild's power and toughness are each equal to the number of lands you control. Nontoken creatures you control are Forest lands in addition to their other types. <em>(They're still affected by summoning sickness.)</em"
promo-pack,/mtg/promo-pack/deserted-beach-promo-pack,Deserted Beach (Promo Pack),[],0.0,Land,R,,Deserted Beach enters the battlefield tapped unless you control two or more lands.  {T}: Add {W} or {U}.
promo-pack,/mtg/promo-pack/ruinous-ultimatum-promo-pack,Ruinous Ultimatum (Promo Pack),"['R', 'R', 'W', 'W', 'W', 'B', 'B']",7.0,Sorcery,R,,Destroy all nonland permanents your opponents control.
promo-pack,/mtg/promo-pack/brazen-borrower-promo-pack,Brazen Borrower (Promo Pack),"['1', 'U', 'U']",3.0,Creature - Faerie Rogue,M,3/1,Flash Flying Brazen Borrower can block only creatures with flying. Petty Theft {1}{U} Instant - Adventure Return target nonland permanent an opponent controls to its owner's hand.
promo-pack,/mtg/promo-pack/nyxbloom-ancient-promo-pack,Nyxbloom Ancient (Promo Pack),"['4', 'G', 'G', 'G']",7.0,Enchantment Creature - Elemental,M,5/5,"Trample If you tap a permanent for mana, it produces three times as much of that mana instead."
promo-pack,/mtg/promo-pack/play-with-fire-promo-pack,Play with Fire (Promo Pack),['R'],1.0,Instant,U,,"Play with Fire deals 2 damage to any target. If a player is dealt damage this way, scry 1. <em>(Look at the top card of your library. You may put that card on the bottom of your library.)</em"
promo-pack,/mtg/promo-pack/lier-disciple-of-the-drowned-promo-pack,"Lier, Disciple of the Drowned (Promo Pack)","['3', 'U', 'U']",5.0,Legendary Creature - Human Wizard,M,3/4,Spells can't be countered. Each instant and sorcery card in your graveyard has flashback. The flashback cost is equal to that card's mana cost.
promo-pack,/mtg/promo-pack/azusa-lost-but-seeking-promo-pack,"Azusa, Lost but Seeking (Promo Pack)","['2', 'G']",3.0,Legendary Creature - Human Monk,R,1/2,You may play two additional lands on each of your turns.
promo-pack,/mtg/promo-pack/unlicensed-hearse-promo-pack,Unlicensed Hearse (Promo Pack),['2'],2.0,*/* Artifact - Vehicle,R,,{T}: Exile up to two target cards from a single graveyard. Unlicensed Hearse's power and toughness are each equal to the number of cards exiled with it. Crew 2
promo-pack,/mtg/promo-pack/maddening-cacophony-promo-pack,Maddening Cacophony (Promo Pack),"['1', 'U']",2.0,Sorcery,R,,"Kicker {3}{U} Each opponent mills eight cards. If this spell was kicked, instead each opponent mills half their library, rounded up."
promo-pack,/mtg/promo-pack/omnath-locus-of-creation-promo-pack,"Omnath, Locus of Creation (Promo Pack)","['R', 'G', 'W', 'U']",4.0,Creature - Elemental,M,Legendary,"When Omnath, Locus of Creation enters the battlefield, draw a card.  <em>Landfall</em> - Whenever a land enters the battlefield under your control, you gain 4 life if this is the first time this ability has resolved this turn. If it's the second time, add {R}{G}{W}{U}. If it's the third time, Omnath deals 4 damage to each opponent and each planeswalker you don't control."
promo-pack,/mtg/promo-pack/the-great-henge-promo-pack,The Great Henge (Promo Pack),"['7', 'G', 'G']",9.0,Legendary Artifact,M,,"This spell costs {X} less to cast, where X is the greatest power among creatures you control.  {T}: Add {G}{G}. You gain 2 life. Whenever a nontoken creature enters the battlefield under your control, put a +1/+1 counter on it and draw a card."
promo-pack,/mtg/promo-pack/chandra-awakened-inferno-promo-pack,"Chandra, Awakened Inferno (Promo Pack)","['4', 'R', 'R']",6.0,Legendary Planeswalker - Chandra,M,,"This spell can't be countered. [+2]: Each opponent gets an emblem with ""At the beginning of your upkeep, this emblem deals 1 damage to you."" [-3]: Chandra, Awakened Inferno deals 3 damage to each non-Elemental creature. [-X]: Chandra, Awakened Inferno deals X damage to target creature or planeswalker. If a permanent dealt damage this way would die this turn, exile it instead. |6|"
promo-pack,/mtg/promo-pack/the-immortal-sun-promo-pack,The Immortal Sun (Promo Pack),['6'],6.0,Legendary Artifact,M,,"Players can't activate planeswalkers' loyalty abilities. At the beginning of your draw step, draw an additional card. Spells you cast costs {1} less to cast. Creatures you control get +1/+1."
promo-pack,/mtg/promo-pack/eiganjo-seat-of-the-empire-promo-pack,"Eiganjo, Seat of the Empire (Promo Pack)",[],0.0,Legendary Land,R,,"{T}: Add {W}.  <em>Channel</em> - {2}{W}, Discard Eiganjo, Seat of the Empire: It deals 4 damage to target attacking or blocking creature. This ability costs {1} less to activate for each legendary creature you control."
promo-pack,/mtg/promo-pack/werewolf-pack-leader-promo-pack,Werewolf Pack Leader (Promo Pack),"['G', 'G']",2.0,Creature - Human Werewolf,R,3/3,"<em>Pack tactics</em> - Whenever Werewolf Pack Leader attacks, if you attacked with creatures with total power 6 or greater this combat, draw a card.  {3}{G}: Until end of turn, Werewolf Pack Leader has base power and toughness 5/3, gains trample, and isn't a Human."
promo-pack,/mtg/promo-pack/mystic-forge-promo-pack,Mystic Forge (Promo Pack),['4'],4.0,Artifact,R,,"You may look at the top card of your library any time. You may cast the top card of your library if it's an artifact card or a colorless nonland card.  {T}, Pay 1 life: Exile the top card of your library."
promo-pack,/mtg/promo-pack/adeline-resplendent-cathar-promo-pack,"Adeline, Resplendent Cathar (Promo Pack)","['1', 'W', 'W']",3.0,Legendary Creature - Human Knight,R,*/4,"Vigilance Adeline, Resplendent Cathar's power is equal to the number of creatures you control. Whenever you attack, for each opponent, create a 1/1 white Human creature token that's tapped and attacking that player or a planeswalker they control."
promo-pack,/mtg/promo-pack/wayward-swordtooth-promo-pack,Wayward Swordtooth (Promo Pack),"['2', 'G']",3.0,Creature - Dinosaur,R,5/5,"Ascend <em>(If you control ten or more permanents, you get the city's blessing for the rest of the game.)</em> You may play an additional land on each of your turns. Wayward Swordtooth can't attack or block unless you have the city's blessing."
promo-pack,/mtg/promo-pack/prismari-command-promo-pack,Prismari Command (Promo Pack),"['1', 'U', 'R']",3.0,Instant,R,,"Choose two -   <ul><li> Prismari Command deals 2 damage to any target.</li> <li> Target player draws two cards, then discards two cards.</li> <li> Target player creates a Treasure token.</li> <li> Destroy target artifact.</li></ul"
promo-pack,/mtg/promo-pack/realmwalker-promo-pack,Realmwalker (Promo Pack),"['2', 'G']",3.0,Creature - Shapeshifter,R,2/3,"Changeling As Realmwalker enters the battlefield, choose a creature type. You may look at the top card of your library any time. You may cast creature spells of the chosen type from the top of your library."
promo-pack,/mtg/promo-pack/vilis-broker-of-blood-promo-pack,"Vilis, Broker of Blood (Promo Pack)","['5', 'B', 'B', 'B']",8.0,Legendary Creature - Demon,R,8/8,"Flying  {B}, Pay 2 life: Target creature gets -1/-1 until end of turn. Whenever you lose life, draw that many cards. <em>(Damage causes loss of life.)</em"
promo-pack,/mtg/promo-pack/drannith-magistrate-promo-pack,Drannith Magistrate (Promo Pack),"['1', 'W']",2.0,Creature - Human Wizard,R,1/3,Your opponents can't cast spells from anywhere other than their hands.
promo-pack,/mtg/promo-pack/teleportation-circle-promo-pack,Teleportation Circle (Promo Pack),"['3', 'W']",4.0,Enchantment,R,,"At the beginning of your end step, exile up to one target artifact or creature you control, then return that card to the battlefield under its owner's control."
